"Match_ID","Match_Date","Match_Type","CSHC_Team_ID","Opposition_Team_ID","Match_Time","Venue_ID","Home_Away","CSHC_Score","Opposition_Score","CSHC_Score_Half","Opposition_Score_Half","Walkover","Ignore_For_Southerners","Ignore_For_Goal_Kings","Match_Report","Short_Comment","Include_Even_If_Off","Exclude_From_Roster","Fee_Adjust","GPG_Pro_Rata_Value","IncludeForFantasy","Override_Kit_Clash","Own_Goals_For"
863,"16/10/2010","League",1,102,"11:00",3,"Away","4","0","2","0","False","False","False","Cambridge South 1st XI travelled to Rutland and served up a nail-biting match which had the spectators on the edge of their seats up to the final whistle. Not about the result of the match however, as that was never really in doubt once the Home team only turned up with 10 men, but about the Lemon of the Match award which was closely balanced all the way through the game.
Nick Bristowe made an early play for the title with a shocking performance in the toilets before the game which rendered them unfit for use but his efforts were put to shame on the pitch by John Hawkes who did his best to help Rutland out by seemingly playing as an extra man in their defence and making a number of fantastic clearances when it would have been easier to have put the ball in the goal. Not content with this profligacy in front of goal, Hawkes also got a yellow card for not retreating 5 metres at a free hit, only 30 seconds after the team had been warned of this infringement by the umpire. So, at half time, Hawkes sat down confident that the coveted Lemon would be his but he had not counted for Dave Aston stepping in at the last moment to take the award, more of which later. 
In amongst this move and countermove there was also some excellent hockey play. With a one man advantage there was always going to be room to move the ball about and South kept Rutland on the back foot throughout most of the match. Strong play from Rob Garrett and Al Sinclair in midfield, together with the usual pace and skill up the right from Eliot Read and Russell Johnson led to a number of chances early in the first half. However most of these fell to Hawkes who (see above) had his eye on the main prize so it was not until the 20 minute mark that South got the breakthrough when Garrett drove into the D and played the ball past the keeper to Hawkes who saw his clearance saved on the line by a defensive foot. Jack Chalk stepped up to take the resulting penalty stroke and dispatched it confidently past the keeper’s outstretched left hand.
A few minutes later South doubled their lead when Garrett picked up a superb pass from James Cobbe and played the ball in to Chalk who took a snap shot and then buried the resulting rebound into the roof of the net for his second goal of the game. 
Rutland, despite being a man short, did not let their heads drop and kept playing a high tempo game. Most of their efforts were snuffed out with strong tacking in midfield - in particular Sinclair and Garrett proving to be impassable - but towards halftime the home team won a short corner and pressed for a goal to keep the game alive. The first effort was charged down by George Wych but the next one was well worked and gave a gilt-edged chance to the young Rutland forward who, with the South defence stranded, contrived to miss an open goal from 3 feet out.
This provided a timely reminder to South that the game was not yet won and after half time there was more urgency in the play. Moving up the left Cobbe and Aston linked together and the resulting ball into the D won another short corner. A direct shot on goal then rebounded kindly to Sinclair who calmly lifted it past the despairing defence. Not long after this the game was put to bed by Johnson who, receiving the ball just in front of the keeper, lifted it over his pads to make it 4-0.
With the match won there was still time for the final act in the Lemon competition. Some say he is just being competitive, others cower in fear at his outbursts. In the last few minutes Dave Aston, whose temper is never far below boiling point saw a red mist come over him and launched a potty mouthed outburst  at a fellow teammate who failed to pass the ball to him, thus earning South’s second yellow card of the game. Whilst Aston took the walk of shame to the side of the pitch, Hawkes was seen celebrating an unlikely escape from the Lemon!
Despite the two yellows (and another one for Rutland) the game was played in a very good spirit. South played well but credit also goes to the home side for keeping it competitive despite only have 10 players. South now have 10 points from a possible 12 and hope to continue this good start with the match next week against March.","Men's 1sts beat 10 man Rutland","False","False",0,1,"True","False",
864,"23/10/2010","League",1,69,"11:45",8,"Home","2","1","2","1","False","False","False","2nd placed Cambridge South entertained March Town 2's on Saturday in a closely fought battle that belied the visitor's low-lying position in the league (they're currently bottom of the table).  The weather was kind enough to stay dry for the duration, but the recent rains meant the playing pitch was slippier than usual and both Eliot and Russ had 'moments', which resulted in slightly red faces and legs akimbo.

In a cagey opening to the game, both sides put together some good passing moves but no clear cut opportunities came either way until Cambridge South started to exert some more concerted pressure on the visitor's goal.  Some excellent running and link-up play between the front 3 of Graham, Simon and Russell was causing the March rear-guard problems, and the support from variously Jack, Mark and Al in midfield kept Cambridge South on the front foot.  The fleet-footed March attackers always posed a threat, though, and George and Nick had to be alert to see off various counter-attacks.

It was only ever going to be a matter of time before a goal came, and it fell to the away team when a ball into the D from a March midfielder found it's way to their striker in front of goal, and with only Parker to beat he slotted coolly into the corner.  A set-back, to be sure, but the home side re-doubled their efforts and pushed forward once more.  Their reward arrived about 8 minutes later when another cracking pass from Nick at the back set Simon ""what are those ridiculous tights?"" Ta on his way and his square ball found the marauding Garrett in the D, who casually evaded the keeper and stuck the ball in the goal.

The final 10 minutes of the half were a tight affair with both teams sensing a breakthrough was imminent and South had to work hard to keep March out as a number of crosses flew past the serene Parker in goal.
Cambridge built up some momentum, though, and were rewarded with a goal on the stroke of half-time when an apparent lost-cause was chased down by Simon and fed back to Graham, who squared the ball to Jack in front of the March goal.  A shimmy, a side-step and then a nonchalant finish and his 3rd goal in 2 games was 'chalked' up.  Sorry.

With the game finely balanced at half-time both sides knew the next goal would be crucial and March started fully intent on making sure they got it.  As they pushed forward the home side was forced to defend deep and in numbers but the hard work restricted March to very few real opportunities.  When they did manage to fashion a glimpse of goal, Parker was more than equal to it and a smart save to his right kept the visitors searching for the equaliser.

As the half wore on Cambridge managed to assert themselves more, and the March threat waned.  Chances were created, but the killer 3rd goal remained elusive.  In the end the home side was able to see out the game in relative comfort, until the final moments when a March were awarded a short corner on the stroke of full-time.  Fortunately for Cambridge, it came to nought.

Let's hope that this momentum can be maintained into their next league game against close rivals Cambridge Nomads.","Men's 1sts beat March","False","False",0,1,"True","False",
866,"06/11/2010","League",1,32,"11:45",8,"Home","1","0","1","0","False","False","False","Awaiting Report","Men's 1sts edge a tight game against local rivals City.","False","False",0,1,"True","False",
867,"13/11/2010","League",1,134,"14:30",31,"Away","6","3","","","False","False","False","Awaiting Report","Men's 1sts win again!","False","False",0,1,"True","False",
868,"20/11/2010","League",1,140,"11:45",8,"Home","2","0","2","0","False","False","False","South took to the field on a bleak midwinter’s day against St Neots, hoping to continue their fine start to the season.
Despite the returning centre back George Wych helping to add some much needed “discipline” to the defence, it was St Neots who started the brighter, spraying passes around the back from left to right, and winning an early short.   However, the returning Wych was out like a flash, and snuffed out the danger.
As the half wore on, South grew in stature (and number too- Chalk arrived to replace the injured Bhardwaj), and started to string together a number of good attacks.   The team were also winning a number of short corners through some last ditch defending from Neots in the area.   After an initial effort from Bristowe was charged down, a small bout of hockey pinball ensued.   However, McCulloch was well placed to reverse slap the ball home into the net to put South one up.
This gave South the confidence boost they needed, and they started to string together the hockey we all know they are capable of.   Mark Williams and Rob Garrett were running the show in the midfield- Garrett’s reverse stick tackling being particularly worthy of mention.   Down the flanks, McCulloch and Johnson were ably supported by Chalk and Wych and South’s pace was clearly causing Neots some problems.   Simon Ta up front was always causing problems with his pace and harrying.   Further short corners followed before half time, which were expertly diverted away by the opposition defence.   
However, South were not to be denied the second goal before the break that their play merited.   After an initial shot from Bristowe was saved on the line (when will that man score?), Johnson was first to react, and lifted the ball over the line at the second attempt.
At half time, captain Garrett was keen to stress that while the first half had gone well, the game wasn’t over, and South would have to work hard to maintain their advantage.
The second half began in much the same vein as the first had ended; hard work from the attack and midfield leaving the defence with little to do.   Manu returned to the field of play and had a fine display at right back, showing great composure on the ball and starting a wave of attacks.   Wych was sharp as ever in the middle, and Bristowe mopped up anything that came through.   Parker was alert for any shots that had to be clawed away - a fine palm off his far post being a good demonstration of this.
As the half wore on Neots began to pour more and more forward (and more or more into the umpires with various expletives and descent), but despite two or three short corners, no further shots ensued.   Whilst South were slightly wasteful on the breakaway, with a number of promising openings going to waste, they never really looked like letting Neots back into the game, and they professionally closed out victory.
Next week sees South make the trip to pace setters Rutland, which will surely be their toughest test yet.   However, no teams should be feared by South, and if they play to their best, they will definitely cause the leaders problems.","Men's 1sts beat St Neots","False","False",0,1,"True","False",
869,"27/11/2010","League",1,101,"11:00",3,"Away","OFF","OFF","","","False","False","False","Match cancelled due to frozen pitch.","Men's 1sts v Rutland cancelled","True","False",0,1,"True","False",
870,"04/12/2010","League",1,41,"15:30",9,"Home","OFF","OFF","","","False","False","False","Awaiting Report","Men's 1sts v  : Awaiting Result","True","False",0,1,"True","False",
871,"15/01/2011","League",1,120,"14:00",7,"Away","1","1","1","0","False","False","False","Awaiting Report","Men's 1sts draw with St Ives","False","False",0,1,"True","False",
872,"22/01/2011","League",1,133,"15:30",9,"Home","2","1","1","0","False","False","False","Awaiting Report","Men's 1sts beat St Neots","False","False",0,1,"True","False",
873,"29/01/2011","League",1,53,"12:30",38,"Away","3","0","","","True","True","True","Match conceded by Horncastle as they fail to raise a team.","Men's 1sts beat Horncastle by Walkover","False","True",0,1,"True","False",
874,"05/02/2011","League",1,102,"15:30",9,"Home","1","2","0","1","False","False","False","CSHC 1st XI suffered a disappointing setback, losing to Rutland 2nd XI by 2 goals to 1. South fielded a strong team, albeit lacking erstwhile skipper Rob Garrett who has callously dumped his team and gone to America but including a return from superstar Al Sinclair. 
The match was evenly contested, with South matching Rutland’s pace and skill throughout and probably creating more chances overall but just lacking in that final pass / shot to score an open play goal. 
Rutland scored first when, after a passage of dominance, one of their forwards found half a yard of space to turn and shoot from the penalty spot and the Away team went into the second half 1-0 up. South rallied at half time and came back with a goal of their own for a superb short corner routine played back to the injector (new skipper Graham McCulloch) who deftly applied the finish. However, hopes of a recovery and victory were dashed when Rutland scored from a short corner themselves, the ball was slipped left and then a powerful strike (which looked suspiciously high when it crossed the line) put South 2-1 down.
South redoubled their efforts in the last 10 minutes but could not force an equaliser. Result elsewhere mean that promotion hopes are still high as we remain 2nd in the Division but on the day the better team won.","Men's 1sts lose to Rutland","False","False",0,1,"True","False",
875,"12/02/2011","League",1,69,"14:30",30,"Away","4","0","3","0","False","False","False","South travelled up to March, hoping to put their promotion campaign back on track after a 2-1 reverse to Rutland the week before.
After a detailed team talk from skipper McCulloch (complete with undersized strategy board) South took to the pitch for the warmup.   One particular unnamed South player decided at this point that the sandy pitch needed slickening up, and proceeded to, in his own way, give it a good watering......
South began the game the brighter, with some fizzing passes in the final third, with the duo of Phil and Tom contributing well to the team's new attacking flair.   One such move found McCulloch in space in the D and he tucked the goal away to the keeper's left with aplomb.
After this promising start, South were determined not to let their focus slip, and after some excellent further play by Watson, they found themselves two up.   Chasing a lost cause, Watson won the ball back off the opposition in their D, and, with everyone expecting the shot, played a delightful strong reverse stick pass (off the post) into the path of McCulloch, who gratefully finished from all of half a yard.
Further attacks came and went without reward, until some frantic fenland fouling led to a short corner.  South's slick routine of the pass back to the taker led to a third for McCulloch. The irony of his pre-match words saying ""lets play as a team"" have not gone unnoticed!
At half time, the key message from the skipper was to keep the discipline up after a few concentration lapses almost let in March towards the end of the first period.
South began the second half in confident mood, and soon stretched their lead- that man McCulloch selfishly stealing the glory to make it four after another fine run and cutback from the game's star player Watson.
Despite a yellow card for Phil Crowhurst on his debut (for an early Valentines loving hand on the back of the opposition) South held out comfortably for the win- the gloss of which was put on by Chalk by a sublime aerial which surely put him into contention for MoM*...... and then taken away by the same player, with some more than regular ventures into areas which most right backs would call ""the unknown"", despite repeated calls from Eliot to ""keep his discipline!""   
Despite this however, South can be rightly proud of what was, in the end, a very comprehensive and professional victory, which should restore the confidence after last week's reverse.   Well done to all......Rob who?!! (just kidding)","Men's 1sts beat March by 4 goals","False","False",0,1,"True","False",
876,"19/02/2011","League",1,35,"11:45",8,"Home","0","2","0","0","False","False","False","The usual importance of a match against our biggest local rivals was magnified this weekend by the fact that just two points separated these teams in 2nd and 3rd place in the league - with both desperate for promotion. Its fair to say that Cambridge South were more than pumped up for this game, eager to repeat their performance against Nomads earlier in the season which ended with a hard-fought 2-0 victory to South. 
The enormity of the occasion had clearly not gone un-noticed with the local sports-fans as a sizeable crowd (there must have been at least 10) braved the drizzle to watch the spectacle. Much appreciated - sorry we couldn't have given you a win!
As the game got under-way, it quickly became apparent that Nomads hadn't been lazing around since that previous match. In fact, its entirely possible they might have even been practising! Or recruiting. Either way, South were slightly caught off-guard by the swift distribution, assured touches and accurate passing from the opposition. Nevertheless South held on and the meanest defence in the league lived up to its name, with Read, Wych and Aston notching up tackle after tackle and Bristow recycling the ball to relieve the pressure. Watson, Williams and Graveling worked hard in midfield to give the forwards something to work with but a combination of disciplined marking from Nomads, a few miss-cued passes and a very slippery pitch conspired to leave the forwards with slim pickings - the only notable chance being a close-range reverse stick effort from McCulloch which was deflected wide off the keeper's pads. 
The team re-grouped at half-time and played with more composure in the second half. Ironically this was when Nomads scored. Firstly a drag-flick finally broke Steve's 'brick-wall goalkeeping' after another short-corner was awarded for a rash challenge by the under-pressure defence, and then, following a generous pass to the opposition striker from Bristow that had the bookies calling their lawyers, a miss-hit shot bounced agonisingly over the stranded keeper to leave South with a mountain to climb.
South responded with guts and more creative play. As usual, Aston typified this creativity - cleverly attempting to make use of the large expanses of space that were being left un-marked by Nomads. This might have worked, if the umpires had not cruely intervened and pointed out that, strictly speaking, hockey was supposed to be played within the boundary lines of the pitch and therefore passing the ball directly out of bounds from a side-line hit could not be allowed. 
There was still time for Johnson to ping a shot just wide with Watson inches short of a deflection at the far post and for a quickly taken free-hit by McCulloch to flash past Johnson's stick with the goal at his mercy. In the end we ran out of time. 
Credit to the team for giving 110% throughout the match and the supporters for cheering us on all the way. The aim for the rest of the season remains the same - win every match! ","Men's 1sts lose to Nomads","False","False",0,1,"True","False",
877,"26/02/2011","League",1,32,"14:00",13,"Away","4","1","3","0","False","False","False","Cambridge South arrived at a chilly Catz pitch for their second local derby in two weeks champing at the bit after last week's ended in disappointment for South. The prospect of thumping Cambridge City was keenly anticipated as South had dominated the reverse fixture and recent results suggested City hadn't exactly improved. And sure enough, South dominated again right from the off, with Eliot, Nick and Dave nonchalantly smashing the ball around the back, generating attack after attack as City were forced to chase the ball. 
Two early goals from the 'Terrier Attack' (Jack and Russell), courtesy of some slick moves from midfield and some less-slick football skills from the City defence put South in the driving seat, so to speak, and the game settled down with Mark, Jack and Jon combining in midfield and Simon, Russell and débutante Rich running rings around the defence to make sure South had the lion's share of the possession.  It would be no exaggeration to say that if that last pass had been accurate or we'd put our short-corners away or if the pitch hadn't been so slippery with mud that some passages of play in the D resembled an ice-hockey match, then we might have gone in at half time eight or nine goals up. 
As it was, we just made it 3-0 at half-time, as Jon finally unleashed his trademark 'only-in-training' blistering shot on a Saturday, the ball satisfyingly pinging off the inside of the post and back across the goal to nestle just inside the other post.
The start of the second half saw City playing with a bit more urgency as they made several useful attacks. Each one was unapologetically stopped in its tracks by either the scything reverse stick of George or a graceful shimmy and turn from Nick who had obviously decided that if he included enough step-overs, pirouettes and triple-lutzes, the opposition marker would eventually just fall to the ground from sheer dizziness. A sample video of Nick in his ballerina prime is on its way to the producers of Dancing on Ice as I write... 
City meanwhile were rapidly losing the plot, with incessant arguing, complaining and abuse to anyone who would listen (I know - who would have thought...). So it was astonishing that this period of play resulted in their only goal, from a moment of relaxation in the South defence. But South responded well and kept surging forward with more attacks. Even Dave was spotted in the opposition's D on several occasions (and sharply reprimanded...). But as much as it pains me to say it, it was Jon's 'commanding' play from midfield that was the highlight; another scorcher of a shot hit from the edge of the D nearly bursting the top of the side-netting as it went agonizingly wide, and then a tidy dribble past some 'robust' tackles from City to put the ball on the proverbial plate for Russell to prod in his second of the match. 
There was still time for South to miss a bucket-load more chances, and to watch as an opposition player that your HR dept. would describe as 'more experienced' threw his stick down and stormed off following a row with another team-mate. I'm pleased to report that all South players stuck to their game and played in a professional manner throughout. Pats on the back all round, eh. Its always difficult to play at your best when the opposition don't provide much of a challenge, but South will need to significantly raise their game in their remaining fixtures.
Still, some important lessons were learnt. In particular 'Always be prepared' - you never know when those old football boots might be useful in a hockey game, and (as a certain Mr Williams found to his cost) always carry a spare tyre in your car.","Men's 1st beat Cambridge City","False","False",0,1,"True","False",
878,"05/03/2011","League",1,134,"11:45",8,"Home","3","0","1","0","False","False","False","<p>South welcomed back Rob &ldquo;blast from the past&rdquo; Garrett for their clash against mid-table Wisbech, keen to keep the pressure up on 2nd place Cambridge Nomads in the hunt for promotion.</p>
<p>It was South who started the brighter, being alert and first to every loose ball. James Mark and Jack controlled the midfield, and in front of them the forward three were making intelligent runs in front of them to cause the Wisbech defence problems. A quickly taken sideline ball lead to Tom Watson feeding James Cobbe inside the D, and, with the time and space to pick his spot, James calmly drove the ball into the bottom corner. One nil.</p>
<p>However, instead of settling into their passing game as they had done last week, South began to give Wisbech a foothold in the match. A quick ball into the D was deflected towards the goal by the Wisbech forward, and was only denied by an expert save from Steve Parker. &ldquo;Wis&rdquo; were also looking dangerous on short corners, with two excellent saves from Steve preventing the opposition actually going into the break in the lead, never mind level.</p>
<p>At half time, captain Dave stressed the need to press home South&rsquo;s advantage and that the Wisbech chances should serve as a wakeup call. However, the opposition started the second period in an assertive manner, and only a combined goal line clearance from the Wych-Bristowe central defensive partnership prevented an equaliser.</p>
<p>Slowly but surely though, South began to find their feet. Quick incisive passing from Mark Rob and John led to a South short corner. An expert push out was cleverly pushed back to the taker, and Nick finally proved that he could indeed &ldquo;hit a barn door with a banjo&rdquo; and doubled South&rsquo;s lead. More overdue than the new Cambridge South shirts I&rsquo;d say, but nevertheless a very well taken goal, which settled South&rsquo;s nerves (or most people&rsquo;s aside from the lunatic that is Dave Aston- who bellowed at the top of his voice that South in no way deserved the goal, much to the amusement of the opposition and dismay of most of his teammates).
<table border=""0"" cellspacing=""5"" cellpadding=""5"" align=""right"">
    <tbody>
        <tr>
            <td><img title=""Mr Positivity"" alt="""" width=""120"" height=""120"" src=""http://www.cambridgesouthhockeyclub.co.uk/media/match_reports/mr_angry.jpg"" /></td>
        </tr>
        <tr>
            <td><span style=""color: #000080""><small>Dave Aston - Mr Positivity</small></span></td>
        </tr>
    </tbody>
</table>
</p>
<p>After this goal, South began to look again like a side who belonged at the top of the league. With Cobbe Watson Ta and Chalk tearing down the flanks, and Garrett Williams and Hawkes easily having the beating of their men the home team looked certain to add to their lead. In fact, before John Hawkes expertly lifted in a third following a goalmouth melee, the Wis keeper made what was a contender for save of the season. A dynamic, mesmerising Dave Aston run (or a complete lack of interest from the Wisbech defence depending on which way you look at it) was thwarted by an outstretched toe (or the middle of a foot planted ten seconds earlier) of the keeper, to keep the lead down to two.</p>
<p>In the end though, South ran out deserved and [reasonably] comfortable victors, and will look to keep the pressure up on 2nd place Nomads (who host 4th place Rutland), when they travel to St Neots next weekend.</p>","Men's 1s beat Wisbech","False","False",0,1,"True","False",
879,"12/03/2011","League",1,140,"13:30",37,"Away","1","1","0","1","False","False","False","Awaiting Report","Men's 1sts draw with St Neots","False","False",0,1,"True","False",
880,"19/03/2011","League",1,101,"11:45",8,"Home","2","6","0","3","False","False","False","Awaiting Report","Men's 1sts lose to Rutland 1s","False","False",0,1,"True","False",
881,"26/03/2011","League",1,41,"16:00",24,"Away","0","1","0","0","False","False","False","Awaiting Report","Men's 1sts lose to Peterborough","False","False",0,1,"True","False",
882,"25/09/2010","League",3,135,"16:00",31,"Away","0","1","0","1","False","False","False","The ten men of Cambridge were on the rack for the first quarter of the game, but managed to keep Wisbech out until the home skipper netted a fierce effort from a short corner past the otherwise impregnable stand- in keeper and heroic V/c, John Benedikz. His defence were equally heroic, and hardly allowed any shots, with Neil Sneade the pick of them at centre back, ably supported by the returning Matt Kern and jack in the box Tom Watson. 
 
Thereafter the game fluctuated, the eleventh man arrived, and CSouth had some good passing moves and some skillful dribbles often from the WatsonCritchley right side combo. Battling midfielder SouthRiggeCreed kept things moving forward, but that final killer pass proved elusive, and could only muster a few shots of their own, with John Greaves unlucky to see one shave the post, and another goal bound effort deflected by an oblivious defender safely wide. The CSouth spirit was epitomised by Wilco Dijkstra, never giving up, always ferreting away disrupting Wisbech moves, and looking to start attacks with straightforward passes. 
 
Towards the end both Chris Rigge and Jonny Deacon came close to snatching an equaliser, but overall we just didnt get the ball into the D under control often enough. 
 
Although the result was not what CSouth wanted, the team played well, and deserve much credit, against a skillful Wisbech side playing controlled hockey, led by a core of 3 or 4 players obviously used to a higher level.","Men's 3rds narrowly lose to Wisbech","False","False",0,1,"True","False",
883,"02/10/2010","League",3,80,"12:30",8,"Home","0","3","0","0","False","False","False","CSouth kept Newmarket out for 50 minutes by a combination of rock solid defending, team interplay, and good use of the width of the pitch. The rapid Newmarket forwards were well marked by LeeEvansWatsonKern with John Benedikz sweeping up when needed. Midfield and attack had many good moments, although once again few chances as that final penetrating ball into the D proved elusive in spite of the best efforts of General CreedSouth in the heart of midfield, and their youthful sidekicks Watson and Critchley..not to mention marginally less youthful battlers Dijkstra and Espley. 
The goals only came once Stu Creed had gone off with a nasty back injury, and Newmarket snatched a couple of breakaways, as well as an unlucky rebound off the keeper. On all 3 occasions the home defence was ovestretched, with the rest of the team in enemy territory. 3 nil wasnt a fair reflection of an even game. The scoreline would have been less one-sided if some of the CSouth short corners had been converted, or if some of the decent crosses had found a home stick near goal.
At least CSouth did better than Newmarket's previous opponents, who suffered an 8 - 1 drubbing.
..and Liam the chef at the Corner house did us proud, almost pipping Matt Kern for MoM","Men's 3rds lose 3-0 to a Mark Pears inspired Newmarket","False","False",0,1,"True","False",
884,"09/10/2010","League",3,125,"15:00",37,"Away","7","1","2","0","False","False","False","That's better. A great team performance that overcame a patchy St Neots side with confidence, pace (not often we say that), teamwork, a novel 3-1-3-1-2 formation and committed attacking play backed up by a fortress like defence
First half goals from Sniffer Greaves guiding the ball in from a pinpoint Hodge cross, followed by him returning the compliment with a rasping shot that the keeper could only parry back to Graham McCulloch, who calmly pushed the ball into an open net. There could have been many more but shots were saved, blocked, and diverted narrowly wide or high...not to mention those that were not quite on target. Dom Nelson particularly was unlucky with a hatful of efforts.
Although St Neots were gifted a consolation goal early in the second half, this was all they got past the CreedSneadeKern wall. Rupert Espley regained the ascendancy with a trademark delicate push lifted over the diving keeper, before Dom Nelson decided to pile on the pain with a swift hatrick, one poached through a goalmouth scramble, one from a penetrating Greaves cross, and the third self made. These goals were just desserts for Dom's work throughout the game, and reward for the DijkstraSouthKnightEspley midfield who basically controlled things for 70 minutes.
Tom Watson, adapting well to the James Pope role in front of the defence, grabbed the final goal with a long dribble and feint before placing the ball into the empty net with the keeper bamboozled.
Everyone played well against a mature St Neots team who were gracious in defeat. Prospects  for the season suddenly look brighter.","Men's 3rds take an emphatic 3 points away at St Neots","False","False",0,1,"True","False",
885,"16/10/2010","League",3,116,"15:30",9,"Home","0","1","0","1","False","False","False","Unfortunately the momentum gained through the dominant victory a week earlier was dissipated by an unbeaten Spalding team, who grabbed victory by a single, albeit well taken and unstoppable, goal.
CSouth tried hard, largely kept their team shape and fashioned some chances all through the game, mostly through the efforts of central midfielders Paul South and Tristen Knight, and the buzzing Tom Watson just behind them. Shahbaz Ali, his usual commanding self, prevented numerous shots, but couldnt get near the one that gained Spalding a deserved lead. At the other end, Tristen Knight was unlucky with a couple of long range efforts from short corners going narrowly wide, and John Greaves had a neat angled effort touched over the bar by an unsighted defender. Greaves could have snatched the equaliser late on when put through on goal after a swift breakaway from SouthKnight, but his shot went just past the far post as the extremely large keeper advanced. Similarly Sanjay Agarwala, playing although not 100% well, couldn't quite turn a penetrating Greaves cross into the net right at the end.
The home team did have other chances, but couldn't convert them. It was Spalding though who had most of the ball, sometimes gained too easily due to some robust play, and less than timely or effective tackling. The CSouth defence, led by MoM Neil Sneade, made it tough for Spalding near the home D, and passed well to turn defence into attack. 
This was one of those games when the winners were the better team, but the result could have gone either way, leaving CSouth 3rds frustrated and seeking the consistency required to thrive in 5NW ","Men's 3rds narrowly lose to Spalding","False","False",0,1,"True","False",
886,"23/10/2010","League",3,70,"16:00",30,"Away","2","5","1","3","False","False","False","South Mens 3s travelled to March with a very unfamiliar looking team and if a few decisions had gone the other way may have come away with a result.

Saturday Morning arrived and stand-in Captain John Benedikz was still juggling players to make sure he had an 11 to take to March. Oddly 16:00 away in deepest darkest Fenland did not prove to be the exciting draw for players I expected it would be. Missing 11 regular 3s players, South travelled to March with only 6 regulars, with the remainder being made up of 4s who had the week off and 2s. All of whom I thank for putting themselves forward.

The game started, as expected, amidst the fenland drizzle, with March (freshly relegated from 4NW), pushing forward and forcing South onto the defensive. March’s first goal was not long in coming when a harmless looking cross clipped off the foot of a defender and rolled into the goal. South then slipped further behind when a March foot was not spotted and the ball was driven into the top of the net.

The new look South midfield of Kern, Jelly, Glover and Deacon were forced to spend most of their time defending, however on several occasions in each half, South took the game to March and with Rob Barton and James Raikes up front, South reminded March they were going to have to fight hard for their result.

Just before half-time, South had their own stroke of luck, when a forward pass from Matt Kern was left by the keeper at the top of the D to run out for a 16, only for Rob Barton, to nip round him and role the ball into an empty net, 2v1 and South were back in with a chance.

Half Time March 2v1 South
The second half unfortunately started as the first had, with March finishing off a well worked move to edge 3v1 ahead. South began to push forward again and got back into the game with an excellently placed Rob Barton special from the top of D, 3v2. South and South continued to search of an equaliser which they were cruelly denied when a diving Ian Glover turned the ball into the net, only for it to be ruled out (correctly) for a back stick.
This spurred South on and as they pushed forward with the game ticking on, gaps began to appear as legs tired and March hit South twice in the last 10 minutes to add gloss to a scoreline for them in a game that turned on a couple of decisions. That said March were clearly the stronger team and deserved their victory. The south defence of Sneade, Sharp, Evans and Benedikz and in particular Man of the Match Shabhaz Ali were under near constant pressure (I lost count of the number of shorts after 13), but South were always in with a sniff of a result until the very latter stages of the game.","Men's 3rds lose to March","False","False",0,1,"True","False",
887,"30/10/2010","League",3,36,"15:00",8,"Home","1","3","0","2","False","False","False","Two evenly matched teams. Two early goals (sadly Nomads got them). home team never got out of third gear. end of.
 
Nomads early double came from a rasping short corner shot which flew in by the post at speed, followed by a gift from midfield. 2 nil didn't reflect the first half play with the home defence of SneadeBenedikzEvansKern typically fiesty and assertive, and a number of CSouth shots, admittedly mostly half chances, saved or going wide
 
The second half spoils were shared, with a lucky Nomads deflection at waist height balanced by a reverse stick special from the returning Kev Rowland fired in from distance
 
CSouth had other chances to get even with Greaves and Espley missing narrowly, the latter from a lovely flick almost in to the top of the net from a short corner. A late rain shower caused the pitch to resemble an ice rink and players began to slip over..perhaps to avoid the rather more painful injuries to various noses, knees, and feet that interrupted the game regularly
 
CSouth must start to get results from games like this to climb out of the relegation zone, but early lethargy, careless passing, and being too often second best in the tackle, as well as inability to find the opposition net often enough, combined to frustrate","Men's 3rds lost to Nomads","False","False",0,1,"True","False",
888,"06/11/2010","League",3,103,"11:00",3,"Away","1","2","0","2","False","False","False","South suffered a uninspiring defeat away to Rutland, Unfortunately only 10 players turned up to travel and one of them, Jake Davis, was carrying a hamstring injury. This led to a late arrival at the ground and no time to warm up or get organised. Skipper JB manfully stood in as keeper and Rupert Espley scored a good goal but, despite the best efforts of all players, Rutland ran out winners by one goal.","Men's 3rds lose with 10 men to Rutland","False","False",0,1,"True","False",
